# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 13:28:02 2025
#
# User preference: *
#
# COLUMN disposition:    Archive Disposition
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
#
disposition,pl_orbper,pl_rade,pl_insol,pl_eqt,st_teff,st_rad,rastr,ra,decstr,dec
CANDIDATE,17.15410000000,,,,4930.00,16.132500,06h15m32.87s,93.8869534,+27d24m36.78s,27.4102179
CANDIDATE,12.15070000000,1.48000000,,,,0.830000,06h57m16.01s,104.3167135,+20d07m26.81s,20.1241138
CANDIDATE,2.43437340000,61.40000000,,,5568.00,0.900000,06h17m47.92s,94.4496805,+25d36m09.07s,25.6025195
CANDIDATE,1.84908760000,17.30000000,,,5693.00,0.960000,06h28m01.35s,97.0056091,+16d23m19.97s,16.3888806
CANDIDATE,2.62072400000,11.70000000,,,6013.00,1.140000,06h22m33.91s,95.6412795,+14d44m30.20s,14.7417216
CANDIDATE,2.62079900000,37.00000000,,,,1.725000,06h22m33.91s,95.6412795,+14d44m30.20s,14.7417216
CANDIDATE,2.62077000000,58.00000000,,,6302.00,1.400000,06h22m33.91s,95.6412795,+14d44m30.20s,14.7417216
CANDIDATE,1.31443700000,3.09990986,,,6009.00,1.472064,06h05m48.86s,91.4535759,+23d29m04.27s,23.4845208
CANDIDATE,1.31440140000,2.78000000,,,6137.00,1.230000,06h05m48.86s,91.4535759,+23d29m04.27s,23.4845208
CANDIDATE,4.80452440000,3.62000000,,,6187.00,1.280000,06h44m19.00s,101.0791483,+28d06m48.89s,28.1135803
CANDIDATE,6.14818000000,,,,6591.31,2.290430,06h00m54.85s,90.2285333,+23d56m19.50s,23.9387495
CANDIDATE,1.49761000000,,,,,,06h39m57.59s,99.9899769,+17d10m51.42s,17.1809487
CANDIDATE,6.47965600000,3.33165021,,,5586.00,0.921539,06h05m27.31s,91.3638053,+21d15m21.64s,21.2560107
CANDIDATE,6.48167000000,3.46000000,,,,0.922000,06h05m27.31s,91.3638053,+21d15m21.64s,21.2560107
CANDIDATE,6.48041110000,3.39000000,,,5537.00,0.890000,06h05m27.31s,91.3638053,+21d15m21.64s,21.2560107
CANDIDATE,2.84453310000,65.30000000,,,6045.00,1.160000,06h52m12.56s,103.0523211,+25d20m20.60s,25.3390548
CANDIDATE,0.66870000000,2.22000000,,,,1.942000,06h57m44.85s,104.4368858,+24d15m56.74s,24.2657613
CANDIDATE,13.34610000000,42.00000000,,,,2.575000,06h10m26.99s,92.6124668,+16d51m54.71s,16.8651970
CANDIDATE,4.13737000000,24.50000000,,,,1.030000,06h33m05.85s,98.2743565,+16d52m12.83s,16.8702315
CANDIDATE,4.13760470000,7.33000000,,,4581.00,0.700000,06h33m05.85s,98.2743565,+16d52m12.83s,16.8702315
CANDIDATE,2.46985100000,6.60000000,,,,1.479000,06h24m38.66s,96.1610663,+21d07m32.67s,21.1257415
CANDIDATE,0.69045800000,,,,6912.12,1.508820,06h41m51.16s,100.4631493,+27d05m49.83s,27.0971763
CANDIDATE,0.68964700000,6.58000000,,,6481.00,1.080000,06h41m51.16s,100.4631493,+27d05m49.83s,27.0971763
CANDIDATE,4.16879220000,16.10000000,,,6005.00,1.140000,06h48m48.32s,102.2013162,+17d09m42.82s,17.1618942
CANDIDATE,21.17051000000,81.00000000,,,,2.536000,06h58m48.79s,104.7032827,+19d11m34.64s,19.1929542
CANDIDATE,5.31937553733,19.66846395,1968.9003,1698.93,6350.00,2.369340,06h26m43.01s,96.6791950,+25d12m18.01s,25.2050015
CANDIDATE,5.31907500000,20.00000000,,,,2.280000,06h26m43.01s,96.6791950,+25d12m18.01s,25.2050015
FALSE POSITIVE,12.86772000000,71.00000000,,,6861.00,1.790000,06h37m31.33s,99.3805518,+26d47m11.22s,26.7864507
FALSE POSITIVE,12.86641200000,61.00000000,,,,1.642000,06h37m31.33s,99.3805518,+26d47m11.22s,26.7864507
FALSE POSITIVE,12.86653900000,22.30000000,,,6066.00,1.180000,06h37m31.33s,99.3805518,+26d47m11.22s,26.7864507
FALSE POSITIVE,1.84612220000,19.50000000,,,7536.00,1.820000,06h32m11.40s,98.0475190,+27d13m11.09s,27.2197459
FALSE POSITIVE,1.84617000000,2.14000000,,,3252.00,0.210000,06h32m11.40s,98.0475190,+27d13m11.09s,27.2197459
CANDIDATE,6.62230000000,,,,5000.00,5.545980,06h08m36.29s,92.1512224,+23d47m32.80s,23.7924451
CANDIDATE,0.52171360000,452.00000000,,,,11.270000,06h10m21.95s,92.5914383,+27d26m43.66s,27.4454618
CANDIDATE,11.97581800000,8.43000000,,,3320.00,0.280000,16h29m42.26s,247.4260725,-29d12m06.30s,-29.2017505
CANDIDATE,11.97495000000,256.00000000,,,5200.00,3.400000,16h29m42.26s,247.4260725,-29d12m06.30s,-29.2017505
CANDIDATE,5.98950000000,2.04000000,,,,1.030000,16h31m55.04s,247.9793338,-29d03m51.15s,-29.0642073
CANDIDATE,28.70762300000,21.20000000,,,5838.00,1.030000,16h11m35.49s,242.8978737,-28d56m04.76s,-28.9346559
CANDIDATE,15.47150000000,9.20000000,,,5791.00,1.890000,16h15m22.13s,243.8422245,-28d46m48.78s,-28.7802178
CANDIDATE,15.46569100000,4.13000000,,,4989.00,0.760000,16h15m22.13s,243.8422245,-28d46m48.78s,-28.7802178
CANDIDATE,15.46667400000,16.12109089,,,5807.00,1.231429,16h15m22.13s,243.8422245,-28d46m48.78s,-28.7802178
CANDIDATE,1.45566370000,,,,6520.00,1.844060,16h16m52.99s,244.2208049,-28d43m49.41s,-28.7303903
CANDIDATE,1.45556515000,71.00000000,,,,2.043000,16h16m52.99s,244.2208049,-28d43m49.41s,-28.7303903
CANDIDATE,3.32623960000,1.16000000,,,3404.00,0.330000,16h16m16.05s,244.0668921,-28d38m56.91s,-28.6491427
CANDIDATE,3.32592848000,,,,4017.00,60.694900,16h16m16.05s,244.0668921,-28d38m56.91s,-28.6491427
CANDIDATE,3.32550000000,1080.00000000,,,,85.000000,16h16m16.05s,244.0668921,-28d38m56.91s,-28.6491427
CANDIDATE,13.14260000000,200.00000000,,,,13.900000,16h36m39.47s,249.1644576,-28d24m40.17s,-28.4111595
CANDIDATE,4.47451300000,8.16881084,,,6081.00,2.221057,16h36m38.40s,249.1600007,-28d14m20.67s,-28.2390752
CANDIDATE,4.47434650000,3.06000000,,,5248.00,0.810000,16h36m38.40s,249.1600007,-28d14m20.67s,-28.2390752
CANDIDATE,4.47471000000,22.00000000,,,,2.486000,16h36m38.40s,249.1600007,-28d14m20.67s,-28.2390752
CANDIDATE,2.19890410000,46.60000000,,,4938.00,0.750000,16h22m11.50s,245.5479136,-28d09m42.99s,-28.1619428
CANDIDATE,4.16572920000,1.86000000,,,3442.00,0.360000,16h26m14.20s,246.5591625,-27d58m59.09s,-27.9830801
FALSE POSITIVE,0.63080000000,,,,,,16h13m18.90s,243.3287332,-27d44m02.61s,-27.7340570
CANDIDATE,0.23586840000,6.10000000,,,,1.792000,16h21m30.44s,245.3768295,-27d42m22.01s,-27.7061138
CANDIDATE,12.99109000000,43.00000000,,,,4.500000,16h18m26.40s,244.6100128,-27d27m25.38s,-27.4570498
CANDIDATE,1.73594470000,1.89000000,,,5354.00,0.840000,16h41m48.75s,250.4531166,-27d21m39.68s,-27.3610213
CANDIDATE,1.83893490000,0.83700000,,,3930.00,0.580000,16h15m15.06s,243.8127455,-27d15m44.16s,-27.2622661
CANDIDATE,1.83916000000,0.62000000,,,,0.480000,16h15m15.06s,243.8127455,-27d15m44.16s,-27.2622661
CANDIDATE,2.03266400000,1.92000000,,,,0.535000,16h28m32.64s,247.1360171,-27d07m24.71s,-27.1235298
CANDIDATE,6.11706000000,1.76000000,,,,0.535000,16h28m32.64s,247.1360171,-27d07m24.71s,-27.1235298
CANDIDATE,1.85901700000,64.00000000,,,6842.00,2.030000,15h59m31.01s,239.8792061,-26d36m15.72s,-26.6043660
CANDIDATE,1.85872487000,,,,6015.00,2.018890,15h59m31.01s,239.8792061,-26d36m15.72s,-26.6043660
CANDIDATE,1.85901790000,30.50000000,,,6244.00,1.330000,15h59m31.01s,239.8792061,-26d36m15.72s,-26.6043660
CANDIDATE,540.00000000000,5.70000000,,,5200.00,0.940000,16h03m54.35s,240.9764776,-26d33m13.46s,-26.5537396
CANDIDATE,,12.81000000,,,,1.947000,16h03m54.35s,240.9764776,-26d33m13.46s,-26.5537396
FALSE POSITIVE,1.44080000000,,,,4154.00,1.588590,16h25m57.90s,246.4912542,-26d00m37.68s,-26.0104676
FALSE POSITIVE,0.84120200000,82.00000000,,,6237.00,2.310000,16h16m41.29s,244.1720262,-25d58m50.04s,-25.9805673
CANDIDATE,0.84112570000,0.88400000,,,4289.00,0.660000,16h16m39.10s,244.1629354,-25d52m12.25s,-25.8700704
CANDIDATE,0.17566000000,3.11000000,,,6620.00,1.150000,16h15m49.29s,243.9553734,-25d49m06.54s,-25.8184824
CANDIDATE,29.33873041000,,,,3171.00,0.528528,16h02m44.47s,240.6852933,-25d43m32.67s,-25.7257430
FALSE POSITIVE,22.79840000000,9.00000000,,,6195.00,1.370000,16h25m03.84s,246.2660064,-25d39m08.76s,-25.6524338
CANDIDATE,1.68027000000,2.90000000,,,,1.275000,16h52m09.29s,253.0387290,-25d31m50.43s,-25.5306763
CANDIDATE,2.54427583000,,,,8188.00,3.238260,16h48m53.36s,252.2223357,-25d30m28.64s,-25.5079566
CANDIDATE,0.70995040000,80.00000000,,,,2.065000,15h56m54.12s,239.2255102,-25d28m25.84s,-25.4738433
FALSE POSITIVE,1.82040000000,,,,3112.00,0.513900,16h10m31.61s,242.6317089,-25d16m02.15s,-25.2672637
FALSE POSITIVE,2.80900000000,,,,2901.00,0.474383,16h16m30.66s,244.1277536,-25d12m20.55s,-25.2057083
FALSE POSITIVE,1.40441100000,99.00000000,,,6933.00,2.020000,16h16m30.66s,244.1277536,-25d12m20.55s,-25.2057083
FALSE POSITIVE,1.40442830000,3.66000000,,,2721.00,0.120000,16h16m30.66s,244.1277536,-25d12m20.55s,-25.2057083
CANDIDATE,3.40085800000,14.10000000,,,,0.983000,16h51m26.83s,252.8617981,-25d03m12.64s,-25.0535105
CANDIDATE,3.40077580000,5.57000000,,,5520.00,0.890000,16h51m26.83s,252.8617981,-25d03m12.64s,-25.0535105
CANDIDATE,,7.51000000,,,,1.249000,16h10m17.63s,242.5734559,-24d59m26.17s,-24.9906029
CANDIDATE,,,,,3095.00,,16h53m42.26s,253.4260962,-24d56m27.19s,-24.9408867
FALSE POSITIVE,8.27810000000,,,,6520.00,,16h28m32.89s,247.1370292,-24d47m55.45s,-24.7987348
FALSE POSITIVE,8.27580000000,10.20000000,,,5926.00,1.600000,16h28m32.89s,247.1370292,-24d47m55.45s,-24.7987348
FALSE POSITIVE,8.27663950000,0.72400000,,,2586.00,0.110000,16h28m32.89s,247.1370292,-24d47m55.45s,-24.7987348
FALSE POSITIVE,0.61990000000,,,,2978.00,0.596423,16h09m52.87s,242.4702944,-24d41m53.96s,-24.6983209
CANDIDATE,28.46762000000,37.00000000,,,,1.970000,16h52m59.36s,253.2473212,-24d37m34.64s,-24.6262888
CANDIDATE,28.46563300000,18.40000000,,,5700.00,0.960000,16h52m59.36s,253.2473212,-24d37m34.64s,-24.6262888
FALSE POSITIVE,4.54170000000,,,,2897.00,0.641751,16h17m18.97s,244.3290388,-24d37m19.07s,-24.6219639
CANDIDATE,83830.00000000000,12.00000000,,,4000.00,0.740000,16h17m31.38s,244.3807553,-24d26m13.22s,-24.4370060
CANDIDATE,8.79689000000,4.85000000,,,,2.047000,16h52m07.89s,253.0328697,-24d23m16.67s,-24.3879636
CANDIDATE,1.15388600000,99.00000000,,,6841.00,1.800000,16h49m41.46s,252.4227596,-24d22m25.63s,-24.3737862
CANDIDATE,1.63989340000,33.00000000,,,5175.00,0.790000,16h15m17.86s,243.8244349,-24d19m09.38s,-24.3192726
FALSE POSITIVE,1.48624300000,58.00000000,,,5991.00,1.870000,16h48m58.52s,252.2438413,-23d53m29.40s,-23.8914989
CANDIDATE,23.21058500000,5.70000000,,,5244.00,0.810000,16h11m00.78s,242.7532415,-23d50m25.25s,-23.8403470
CANDIDATE,23.21037000000,15.30000000,,,,1.207000,16h11m00.78s,242.7532415,-23d50m25.25s,-23.8403470
CANDIDATE,1.33002300000,44.00000000,,,,2.400000,16h52m25.01s,253.1042177,-23d34m10.12s,-23.5694775
CANDIDATE,50.73641000000,10.31000000,,,,1.349000,16h09m27.79s,242.3657824,-23d33m16.22s,-23.5545059
FALSE POSITIVE,1.12400000000,,,,3074.00,0.505470,16h15m59.25s,243.9968794,-23d29m36.72s,-23.4935346
FALSE POSITIVE,0.74740000000,,,,,,16h25m35.07s,246.3961379,-23d24m19.13s,-23.4053136
CANDIDATE,46.13730000000,2.60000000,,,,0.723000,15h57m03.00s,239.2624997,-23d16m50.68s,-23.2807451
CANDIDATE,1.95700000000,,,,3913.00,45.373100,16h34m39.21s,248.6633692,-22d58m15.14s,-22.9708723
CANDIDATE,22.63980000000,1.27000000,,,,0.862000,16h29m43.27s,247.4302723,-22d50m50.54s,-22.8473721
CANDIDATE,24.19361300000,30.70000000,,,5457.00,0.870000,16h41m39.30s,250.4137354,-22d49m42.42s,-22.8284511
CANDIDATE,2.78449600000,2.09000000,,,,0.256000,16h27m28.56s,246.8689900,-22d47m27.90s,-22.7910827
CANDIDATE,0.64292573000,,,,2914.00,0.362033,16h21m16.80s,245.3200013,-22d41m37.13s,-22.6936469
FALSE POSITIVE,1.45620000000,,,,,,16h01m21.55s,240.3397765,-22d37m27.17s,-22.6242127
FALSE POSITIVE,2.87420000000,,,,3648.00,1.416620,16h02m00.38s,240.5015904,-22d21m24.21s,-22.3567255
CANDIDATE,10.22360000000,132.00000000,,,6960.00,2.040000,16h03m01.60s,240.7566702,-22d07m52.84s,-22.1313448
FALSE POSITIVE,1.62810000000,,,,5691.00,2.744440,16h07m17.77s,241.8240540,-22d03m36.93s,-22.0602594
CANDIDATE,2.75180000000,0.66900000,,,,0.647000,16h33m34.73s,248.3947030,-21d57m55.66s,-21.9654610
CANDIDATE,,133.00000000,,,,8.120000,15h58m47.23s,239.6968009,-21d53m41.52s,-21.8948659
CANDIDATE,23.27766900000,32.80000000,,,4379.00,0.680000,16h28m37.80s,247.1574907,-21d46m03.26s,-21.7675731
CANDIDATE,24.68420000000,2.49000000,,,,1.170000,16h03m18.79s,240.8283058,-21d45m21.94s,-21.7560956
CANDIDATE,2.20000000000,8.40000000,,,4800.00,0.870000,16h31m47.27s,247.9469488,-21d31m24.53s,-21.5234812
CANDIDATE,2.64541650000,9.47000000,,,5179.00,0.790000,16h19m16.97s,244.8207081,-21d27m36.00s,-21.4599992
CANDIDATE,2.64594828000,,,,6634.00,1.980540,16h19m16.97s,244.8207081,-21d27m36.00s,-21.4599992
CANDIDATE,20.98296043000,,,,4822.00,0.739921,16h14m49.62s,243.7067684,-21d25m25.32s,-21.4237002
CANDIDATE,1.52717920000,,,,5359.00,0.899453,16h23m15.33s,245.8138614,-21d20m46.00s,-21.3461111
CANDIDATE,7.83920000000,1.46000000,,,,1.115000,15h55m16.73s,238.8197061,-21d01m37.09s,-21.0269691
FALSE POSITIVE,9.20480000000,,,,11886.00,3.615620,15h57m40.45s,239.4185534,-20d58m59.42s,-20.9831714
CANDIDATE,2.32046168000,,,,,,15h59m46.05s,239.9418766,-20d58m11.72s,-20.9699236
CANDIDATE,2.32093700000,15.70000000,,,,1.157000,15h59m46.05s,239.9418766,-20d58m11.72s,-20.9699236
CANDIDATE,1.94297000000,2.57100000,,,3197.00,0.436000,16h02m04.29s,240.5178856,-20d50m42.94s,-20.8452602
FALSE POSITIVE,1.31787190000,62.00000000,,,,1.975000,16h38m13.20s,249.5550047,-20d28m34.81s,-20.4763359
FALSE POSITIVE,1.31790000000,55.00000000,,,5876.00,1.070000,16h38m13.20s,249.5550047,-20d28m34.81s,-20.4763359
CANDIDATE,0.23381080000,,,,,,16h01m46.70s,240.4445692,-20d26m41.10s,-20.4447494
FALSE POSITIVE,1.14880000000,,,,3429.00,0.984957,15h55m05.11s,238.7713112,-20d26m08.17s,-20.4356029
CANDIDATE,46.38363000000,3.22000000,,,,0.762000,16h37m19.44s,249.3309961,-20d25m43.22s,-20.4286731
CANDIDATE,46.40651000000,3.35000000,,,4812.00,0.730000,16h37m19.44s,249.3309961,-20d25m43.22s,-20.4286731
CANDIDATE,16.56127000000,0.95700000,,,,0.258000,15h59m59.30s,239.9970933,-20d24m32.83s,-20.4091199
CANDIDATE,16.56315500000,1.66000000,,,3669.00,0.480000,15h59m59.30s,239.9970933,-20d24m32.83s,-20.4091199
CANDIDATE,18.35777300000,1.74000000,,,4937.00,0.750000,16h08m13.90s,242.0579035,-20d17m18.09s,-20.2883588
CANDIDATE,18.36470000000,2.61000000,,,,1.220000,16h08m13.90s,242.0579035,-20d17m18.09s,-20.2883588
CANDIDATE,21.91840000000,3.18000000,,,,0.720000,16h22m12.40s,245.5516830,-19d55m47.33s,-19.9298146
CANDIDATE,49.85580000000,3.29000000,,,,1.359000,16h10m17.40s,242.5725134,-19d55m33.62s,-19.9260062
CANDIDATE,4.98189210000,2.66000000,,,5849.00,1.040000,16h36m06.04s,249.0251664,-19d44m40.30s,-19.7445289
CANDIDATE,4.98049071000,,,,5234.00,1.137330,16h36m06.04s,249.0251664,-19d44m40.30s,-19.7445289
CANDIDATE,4.98183800000,2.39347065,,,5774.00,0.978267,16h36m06.04s,249.0251664,-19d44m40.30s,-19.7445289
CANDIDATE,4.98205000000,2.30000000,,,5594.00,1.010000,16h36m06.04s,249.0251664,-19d44m40.30s,-19.7445289
CANDIDATE,4.98150000000,2.39000000,,,,0.920000,16h36m06.04s,249.0251664,-19d44m40.30s,-19.7445289
CANDIDATE,3.30551910000,1.27000000,,,3430.00,0.350000,16h08m40.41s,242.1683542,-19d41m48.84s,-19.6968996
CANDIDATE,3.30524000000,6.60000000,,,,1.790000,16h08m40.41s,242.1683542,-19d41m48.84s,-19.6968996
FALSE POSITIVE,1.83610000000,,,,,,16h10m26.39s,242.6099732,-19d39m50.99s,-19.6641652
CANDIDATE,14.54444130000,,,,,,16h40m10.41s,250.0433702,-19d39m33.86s,-19.6594062
CANDIDATE,4.30221683000,,,,7168.62,4.080690,16h50m39.26s,252.6635796,-19d38m38.22s,-19.6439489
FALSE POSITIVE,8.02678456000,,,,4708.46,5.599600,16h47m33.21s,251.8883544,-19d34m45.70s,-19.5793619
FALSE POSITIVE,8.02413060000,4.42000000,,,3939.00,0.580000,16h47m33.21s,251.8883544,-19d34m45.70s,-19.5793619
FALSE POSITIVE,8.02415000000,194.00000000,,,4734.00,6.100000,16h47m33.21s,251.8883544,-19d34m45.70s,-19.5793619
FALSE POSITIVE,8.02335000000,86.00000000,,,,5.130000,16h47m33.21s,251.8883544,-19d34m45.70s,-19.5793619
CANDIDATE,11.31028000000,18.90000000,,,,1.440000,16h33m35.82s,248.3992331,-19d28m45.31s,-19.4792517
CANDIDATE,11.31009000000,130.00000000,,,4793.00,10.000000,16h33m35.82s,248.3992331,-19d28m45.31s,-19.4792517
CANDIDATE,16.63311000000,44.00000000,,,5700.00,2.190000,16h33m47.67s,248.4486360,-19d10m40.15s,-19.1778194
CANDIDATE,16.63237000000,10.70000000,,,3648.00,0.470000,16h33m47.67s,248.4486360,-19d10m40.15s,-19.1778194
CANDIDATE,16.63091654000,,,,5121.00,1.273720,16h33m47.67s,248.4486360,-19d10m40.15s,-19.1778194
CANDIDATE,1.05717100000,1.51000000,,,,1.004000,16h11m07.96s,242.7831769,-19d10m30.71s,-19.1751977
FALSE POSITIVE,4.37732600000,27.00000000,,,5928.00,1.430000,16h52m38.51s,253.1604535,-19d09m42.12s,-19.1616989
FALSE POSITIVE,4.37983009000,,,,5982.00,1.601520,16h52m38.51s,253.1604535,-19d09m42.12s,-19.1616989
FALSE POSITIVE,4.37733900000,31.90000000,,,,1.691000,16h52m38.51s,253.1604535,-19d09m42.12s,-19.1616989
FALSE POSITIVE,4.37729860000,16.60000000,,,5102.00,0.780000,16h52m38.51s,253.1604535,-19d09m42.12s,-19.1616989
CANDIDATE,0.98041400000,1.58000000,,,4202.00,0.660000,16h20m43.17s,245.1798804,-19d08m39.53s,-19.1443126
CANDIDATE,0.98036126000,1.44000000,,,3932.00,0.580000,16h20m43.17s,245.1798804,-19d08m39.53s,-19.1443126
CANDIDATE,0.97988263000,,,,4063.00,0.701061,16h20m43.17s,245.1798804,-19d08m39.53s,-19.1443126
CANDIDATE,0.98029400000,1.81000000,,,,0.685000,16h20m43.17s,245.1798804,-19d08m39.53s,-19.1443126
CANDIDATE,14.20050000000,2.36000000,,,,0.786000,16h46m21.95s,251.5914378,-19d03m00.66s,-19.0501824
CANDIDATE,28.80770000000,2.08000000,,,,0.215000,16h43m01.70s,250.7570798,-18d52m16.77s,-18.8713241
CANDIDATE,3.75927000000,68.00000000,,,,10.700000,16h21m04.78s,245.2698986,-18d46m09.00s,-18.7691674
CANDIDATE,2.41628000000,2.68000000,,,,1.010000,16h27m31.17s,246.8798650,-18d40m30.96s,-18.6752663
CANDIDATE,2.41650660000,0.98800000,,,3483.00,0.380000,16h27m31.17s,246.8798650,-18d40m30.96s,-18.6752663
CANDIDATE,4.49843540000,3.12000000,,,4309.00,0.660000,16h28m10.43s,247.0434622,-18d37m26.23s,-18.6239525
CANDIDATE,0.39385050000,13.70000000,,,,2.160000,16h09m15.98s,242.3165723,-17d56m36.96s,-17.9436003
CANDIDATE,2.32404890000,33.40000000,,,5107.00,0.780000,16h06m06.61s,241.5275444,-17d25m02.43s,-17.4173420
CANDIDATE,1.86732000000,0.64800000,,,,0.693000,16h11m41.67s,242.9236052,-17d22m33.65s,-17.3760132
CANDIDATE,22.97350000000,2.61000000,,,,1.067000,16h37m36.35s,249.4014625,-17d17m31.76s,-17.2921568
FALSE POSITIVE,5.66830000000,,,,3521.00,0.956267,16h23m24.53s,245.8522044,-17d17m27.54s,-17.2909833
CANDIDATE,14.65819600000,1.60000000,,,3610.00,0.450000,16h29m53.96s,247.4748134,-17d14m50.25s,-17.2472927
CANDIDATE,14.65835000000,1.12000000,,,,0.339000,16h29m53.96s,247.4748134,-17d14m50.25s,-17.2472927
CANDIDATE,6.43490000000,2.47000000,,,,1.493000,16h13m24.26s,243.3510910,-17d09m18.70s,-17.1551958
CANDIDATE,4.27065000000,7.60000000,,,,1.500000,16h32m55.84s,248.2326858,-16d58m31.51s,-16.9754206
CANDIDATE,7.64309000000,8.00000000,,,,1.500000,16h32m55.84s,248.2326858,-16d58m31.51s,-16.9754206
CANDIDATE,16.85800000000,5.60000000,,,5957.00,1.070000,16h19m27.25s,244.8635344,-16d41m21.16s,-16.6892105
CANDIDATE,2.16769700000,12.14000000,,,,2.489000,16h19m20.04s,244.8335028,-16d20m13.91s,-16.3371967
CANDIDATE,19.22990000000,1.96000000,,,,0.612000,16h36m27.38s,249.1140807,-16d13m44.15s,-16.2289316
CANDIDATE,5.07152000000,3.20000000,,,,0.426000,16h20m13.20s,245.0549931,-16d04m08.54s,-16.0690381
CANDIDATE,8.11910000000,57.00000000,,,6040.00,1.200000,16h29m21.33s,247.3388942,-15d38m48.32s,-15.6467547
CANDIDATE,16.23500000000,11.00000000,,,6040.00,1.200000,16h29m21.33s,247.3388942,-15d38m48.32s,-15.6467547
FALSE POSITIVE,24.99220000000,36.00000000,,,6040.00,1.200000,16h29m21.33s,247.3388942,-15d38m48.32s,-15.6467547
CANDIDATE,4.20773000000,1.47000000,,,,0.834000,22h31m57.53s,337.9897117,-16d44m43.11s,-16.7453086
CANDIDATE,1.17614770000,19.30000000,,,,2.380000,22h38m20.38s,339.5849020,-16d43m19.33s,-16.7220361
CANDIDATE,27.27019100000,2.50000000,,,6171.00,1.612000,22h13m55.15s,333.4797735,-16d35m35.49s,-16.5931905
CANDIDATE,2.47552700000,42.00000000,,,5962.00,1.060000,22h15m41.99s,333.9249669,-16d33m49.29s,-16.5636911
CANDIDATE,2.47564100000,5.02277659,,,5257.00,0.824753,22h15m41.99s,333.9249669,-16d33m49.29s,-16.5636911
CANDIDATE,2.47563130000,2.48000000,,,5239.00,0.810000,22h15m41.99s,333.9249669,-16d33m49.29s,-16.5636911
CANDIDATE,2.47557300000,2.98000000,,,,0.888000,22h15m41.99s,333.9249669,-16d33m49.29s,-16.5636911
CANDIDATE,17.72567730000,15.46130000,39.2740,697.00,6010.00,1.630000,22h43m50.33s,340.9597120,-16d27m44.87s,-16.4624626
CANDIDATE,17.72590000000,23.40000000,,,,1.752000,22h43m50.33s,340.9597120,-16d27m44.87s,-16.4624626
CANDIDATE,17.72583700000,6.63000000,,,5971.00,1.110000,22h43m50.33s,340.9597120,-16d27m44.87s,-16.4624626
CANDIDATE,17.72507000000,45.00000000,,,6189.00,1.330000,22h43m50.33s,340.9597120,-16d27m44.87s,-16.4624626
CANDIDATE,54.16983200000,22.00000000,,,3836.00,0.550000,22h18m28.01s,334.6166913,-16d27m39.39s,-16.4609407
CONFIRMED,8.05072200000,1.31000000,,960.60,5502.70,0.830000,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863
CONFIRMED,8.05160000000,1.62000000,,,,0.904000,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863
CONFIRMED,8.04680000000,1.18000000,,,,,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863
CANDIDATE,6.79143000000,1.72000000,,,,0.609000,22h42m25.97s,340.6082059,-16d19m59.87s,-16.3332979
CANDIDATE,14.35343800000,2.15958400,,,5317.00,0.827970,22h39m36.58s,339.9024279,-16d07m47.50s,-16.1298606
CANDIDATE,14.35334700000,2.19000000,,,5162.00,0.790000,22h39m36.58s,339.9024279,-16d07m47.50s,-16.1298606
CANDIDATE,14.35330000000,2.18000000,,,,0.855000,22h39m36.58s,339.9024279,-16d07m47.50s,-16.1298606
CANDIDATE,1.88282000000,2.60000000,,,,0.257000,22h40m11.77s,340.0490470,-15d58m13.26s,-15.9703500
CANDIDATE,6.47560000000,1.85000000,,,,1.339000,22h25m23.28s,336.3470100,-15d45m03.37s,-15.7509357
CANDIDATE,2.31803000000,2.34000000,,,,0.589000,22h37m14.32s,339.3096463,-15d30m50.94s,-15.5141494
CANDIDATE,2.31814660000,2.90000000,,,4343.00,0.670000,22h37m14.32s,339.3096463,-15d30m50.94s,-15.5141494
FALSE POSITIVE,12.42920000000,1.11260000,53.8360,,5414.00,0.814000,22h40m18.31s,340.0762750,-15d26m11.07s,-15.4364075
CANDIDATE,6.37733000000,0.76000000,,,,0.262000,22h41m39.33s,340.4138902,-15d22m33.95s,-15.3760980
FALSE POSITIVE,19.44212000000,22.00000000,,,3864.00,0.350000,22h03m53.24s,330.9718285,-15d06m21.99s,-15.1061088
FALSE POSITIVE,19.44189900000,4.15000000,,,2601.00,0.110000,22h03m53.24s,330.9718285,-15d06m21.99s,-15.1061088
CANDIDATE,0.80032756000,21.30000000,,,4028.00,0.610000,22h38m54.40s,339.7266671,-14d55m32.42s,-14.9256728
CANDIDATE,8.39580000000,3.95000000,,,,1.996000,22h09m51.09s,332.4628855,-14d51m47.62s,-14.8632288
CANDIDATE,12.25823207000,,,,5038.00,0.758844,22h21m37.65s,335.4068605,-14d50m22.48s,-14.8395785
