# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  5 00:53:21 2025
#
# User preference: *
#
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
#
tfopwg_disp,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_eqt,pl_insol,st_teff,st_rad,ra,dec
APC,1.2615323,1.0390000,2841.0000000,8.6740700,1715.0000000,1437.1800000,4927.9000000,0.7800000,187.0558970,67.2400430
CP,6.0344667,1.8900000,1800.0000000,4.4402900,788.0000000,64.2648000,5586.0000000,1.0500000,349.5592660,-56.9039860
CP,9.6867516,2.5120000,1669.0000000,3.0033600,707.0000000,41.6645000,4738.1000000,0.7300000,214.5557740,82.1937640
CP,2.1031647,5.0590000,7142.0000000,16.7087000,3037.0000000,14140.0000000,6122.0000000,1.9300000,297.2158170,64.3543510
FP,7.6416041,2.6540000,6025.0000000,27.5380000,1303.0000000,478.6830000,6496.7000000,2.0500000,201.6146570,65.3063460
FP,5.9294088,2.9330000,10226.0000000,10.8101000,,456.8930000,5095.6000000,1.0600000,286.7471200,71.7123770
CP,5.7484439,1.7600000,1041.0000000,2.3521500,820.0000000,75.2720000,4534.0000000,0.6900000,272.2045200,60.6787850
FP,1.1967018,1.8790000,824.0000000,10.3239000,3534.0000000,25917.9000000,5997.0000000,1.7300000,297.4594330,34.8296670
FP,11.2464616,7.3910000,7576.0000000,17.6677000,1218.0000000,365.9380000,6115.7000000,2.0100000,251.6334650,65.7150350
PC,2.5941968,0.8610000,907.0000000,4.4722900,1159.0000000,300.0140000,6389.0000000,1.4000000,162.8931760,81.3221740
FP,8.5112000,3.4860000,4172.7600000,,,,8156.0000000,,306.7308530,38.9322700
PC,3.9687994,1.0700000,1760.0000000,,,,5286.9000000,,292.2232290,24.2011900
PC,5.5411114,2.4670000,633.0000000,2.0448200,1117.0000000,258.8430000,5332.0000000,0.8200000,99.2384210,-58.0161530
PC,10.6917268,3.0020000,535.0000000,1.7981100,710.0000000,42.2657000,5332.0000000,0.8200000,99.2384210,-58.0161530
APC,3.6950015,4.5150000,7655.0000000,14.1288000,1904.0000000,2184.6200000,7106.7000000,1.6300000,292.7341320,59.4038530
FP,15.7335693,3.2880000,2540.0000000,24.3218000,1219.0000000,367.5880000,6800.0000000,2.2100000,283.5266970,37.7200140
APC,45.9403293,3.7680000,14807.0000000,28.3312000,,20.4053000,6479.3000000,1.2800000,286.5500560,44.0808000
FP,2.2219839,1.9960000,4394.0000000,15.4416000,,7790.5600000,7166.8000000,1.8700000,301.4108800,33.0492050
CP,2.3106428,1.2940000,6911.0000000,8.7674100,1052.0000000,203.6850000,5339.9000000,0.9900000,167.8214810,69.9647750
FP,4.0513500,2.4000000,1132.2300000,14.2359000,,,4974.4000000,3.8500000,291.1204700,33.2737020
PC,5.5376617,2.5170000,5390.0000000,15.6557000,1206.0000000,351.9290000,6689.0000000,2.0600000,291.7076930,17.8087360
PC,4.5960377,4.7440000,5000.0000000,16.2166000,1937.0000000,2340.0400000,7649.0000000,2.1200000,293.2683200,15.7361360
KP,3.6127710,4.1420000,11794.0000000,19.3662000,2344.0000000,5011.9200000,8324.0000000,1.7100000,304.8000320,32.5810450
CP,3.6714717,2.1490000,4340.0000000,10.6780000,1182.0000000,324.1140000,5618.0000000,1.5400000,166.8806580,61.3525720
CP,11.5350760,8.5559580,2389.9061600,12.2158080,,,5479.3000000,2.4877100,4.4471630,-66.3589280
FP,0.8352406,1.0430000,2065.0000000,6.4875000,2345.0000000,5021.6300000,6105.0000000,1.2400000,222.8414240,82.9522580
CP,2.4919771,1.4338141,2093.9594201,2.2187585,639.9817426,39.6452664,3948.0000000,0.4823880,42.2477000,-14.5372830
FP,,2.7267750,878.1341080,1.7107060,448.0162269,9.5212941,3773.0000000,0.5779830,210.4273550,-63.8526450
CP,25.5195307,6.6877451,558.3758637,2.9641461,662.8890748,45.6335702,5742.2200000,1.1732100,168.2267360,-34.4069370
PC,1.3812115,2.7372191,117.7553083,2.2402361,2222.6145520,5767.3673643,6711.0000000,1.7756799,169.1191090,-60.5676750
PC,2.3922703,9.0053425,63.5751410,3.5905923,2954.8226210,18015.5142019,6090.0000000,4.1956000,127.1280170,-74.9547280
FP,0.8315420,1.9855380,248.9695850,1.8816840,1999.3796659,3776.6095365,5824.0000000,1.1512000,180.3257040,-60.2004390
PC,2.6282553,2.0930597,75.2858004,0.9817044,1418.1144376,955.7979966,6282.0000000,1.1074300,116.5943290,-64.0560090
PC,3.4239436,1.9601023,443.6391381,1.7581475,1056.3800546,294.3078003,5626.0000000,0.8230190,30.5087420,-83.2279620
PC,10.9830420,3.7478987,725.1724567,2.5070075,716.2888325,62.2119369,5626.0000000,0.8230190,30.5087420,-83.2279620
PC,17.7264490,3.4404719,747.7725499,2.2616640,610.6445415,32.8605569,5626.0000000,0.8230190,30.5087420,-83.2279620
PC,40.7199388,4.2436925,355.6193910,3.2352713,668.3063106,47.1436550,5914.0000000,1.5595300,73.5419180,-70.3791090
APC,14.7741056,5.5040000,15041.0000000,15.3936000,928.0000000,123.5220000,6053.0000000,1.2300000,331.8675170,-41.8155110
FP,79.3739596,5.3920000,1227.0000000,2.1745400,368.0000000,3.0533100,5168.3300000,0.7700000,66.2219590,-73.3335160
PC,18.1663644,2.4640000,624.0000000,2.8044700,562.0000000,16.6472000,5572.9000000,1.1400000,31.1789330,-73.1267590
PC,105.5850893,11.6068811,462.9116325,2.5033335,429.5758177,8.0478580,5909.5700000,1.1142000,87.8741570,-70.9918080
FP,27.2149622,3.7190483,4731.4046225,8.3475973,573.0537137,25.4860381,6270.0000000,0.9896670,163.1988240,-67.3874720
PC,19.1807264,3.9621084,544.5602695,2.4311768,611.0168649,32.9407734,5262.4000000,0.9379730,285.0495190,-84.4481870
PC,1.2124493,0.9984653,501.2911711,0.8794190,1092.1250255,336.2098533,3751.0000000,0.5180000,146.8758500,-77.2968160
PC,4.5541831,7.8146963,187.8286128,0.8887417,694.0557871,54.8401357,4280.0000000,0.6358120,87.7148490,-75.6885630
PC,41.4856125,6.6899368,959.7522291,12.5121956,1035.0005398,271.1960170,6354.0000000,3.4868701,193.2605480,-44.0993600
PC,13.7738265,2.9992376,338.2166234,1.8971927,730.4597521,67.2831271,5455.9600000,1.0182500,71.4841090,-68.7618050
PC,1.9142544,3.2560000,248.0000000,2.0442100,2462.0000000,6105.3300000,6734.0000000,1.5900000,72.3325620,-67.3687450
CP,5.0780325,1.2100353,5923.1283069,2.6347763,431.2536440,8.1743139,3318.0000000,0.3341250,332.9482360,-58.9460850
APC,70.3607265,1.0325441,1353.9678246,8.2807306,685.2596640,52.1124723,6308.0000000,2.0982201,71.6507790,-78.5616050
CP,91.6827832,9.7504857,713.2183569,3.2398550,399.0780255,5.9944903,5802.0000000,1.0181400,107.9210250,-65.5088570
PC,10.1944993,2.2648785,317.3261147,2.7392825,994.4291411,231.1087411,6082.0000000,1.3266100,99.2247850,-63.0793840
FP,14.6431900,2.5483426,242.7923919,3.4124800,1134.2791474,391.2017546,6516.0000000,2.0417800,117.2148760,-63.7201250
CP,4.1782656,1.6759040,2537.6781602,2.1023854,492.7241583,13.9295288,3442.0000000,0.4044030,37.1978360,-80.8991050
CP,17.9453645,3.0740072,5480.6848640,3.3839124,303.1226876,1.9952383,3442.0000000,0.4044030,37.1978360,-80.8991050
PC,13.8963960,3.5885605,748.5332881,2.4586343,686.1495861,52.3837065,5522.8700000,0.8881630,97.1663080,-64.5964320
PC,8.1213102,3.1040945,594.6443745,2.3157186,820.6868999,107.2089410,5522.8700000,0.8881630,97.1663080,-64.5964320
PC,3.9287851,1.8165271,485.9762569,2.3292790,1123.4398689,376.4612937,5668.1500000,0.9869430,103.7548360,-69.8671290
CP,27.3613778,4.0586418,20690.6684294,6.4522449,243.7718547,0.8345555,3050.0000000,0.4412800,186.7673630,-72.4518500
CP,29.0497517,7.1170000,318.0000000,2.8467400,1115.0000000,257.0660000,8208.0000000,1.8000000,107.8436850,-68.8333400
APC,31.8132264,11.2567164,11479.3755470,21.6314984,672.8454841,48.4375724,6028.8400000,1.9889300,74.1303960,-74.9203330
CP,3.3088922,6.1140000,4736.0000000,24.9862000,3184.0000000,17074.7000000,6188.0000000,2.6200000,319.6995880,-26.6163740
CP,25.0571312,7.5424225,533.4860130,3.2396838,688.6094029,53.1389289,5696.0000000,1.1528100,118.1295940,-83.8250630
CP,24.2454967,3.3725583,6260.6703602,3.8785680,122.2177444,0.0527300,3535.0000000,0.4652710,156.7472600,-52.4678720
PC,14.2545623,4.7250029,7899.6939555,10.7048234,785.7055082,90.0658585,5739.0000000,1.0959700,116.5013990,-61.8797940
CP,14.1758947,3.7543827,907.1324529,2.6231641,690.9961983,53.8795095,5723.8700000,0.8641730,186.5740630,-51.3630520
CP,19.5901578,4.0028610,1182.6678641,3.0026428,620.3638839,35.0031418,5723.8700000,0.8641730,186.5740630,-51.3630520
CP,6.2036219,3.0109800,548.9044399,2.0567480,910.1452592,162.1675094,5723.8700000,0.8641730,186.5740630,-51.3630520
CP,3.7958900,2.4602856,317.5272928,1.5531350,1072.0653989,312.1807495,5723.8700000,0.8641730,186.5740630,-51.3630520
FP,2.2645386,3.8193701,15019.9420903,5.1936764,616.7174475,34.1873897,3443.0000000,0.4114710,290.5722300,26.3194930
CP,3.4447015,1.9120000,796.0000000,2.0049500,1086.0000000,231.4370000,3912.0000000,0.6300000,152.2182550,69.2766200
KP,3.0300715,2.5466671,21794.6136956,12.7529892,1077.4145935,318.4581858,5242.8200000,0.8573690,286.0408760,36.6325360
KP,12.7203800,2.4010000,1070.0000000,4.9604600,705.0000000,41.1042000,6212.0000000,1.4800000,286.6383910,39.4879040
KP,6.2387550,3.6178567,373.5681138,2.9728283,1255.4607699,587.1290759,6212.0000000,1.4776800,286.6383910,39.4879040
CP,3.2947689,1.7483103,1324.0402774,2.5248559,700.5995436,56.9377632,3853.0000000,0.6232600,201.3823390,68.8360680
CP,0.7645807,1.0705700,394.9832006,1.2407226,1140.0845694,399.2723837,3853.0000000,0.6232600,201.3823390,68.8360680
CP,12.6396982,3.3830702,3292.6812864,4.6025162,640.0266601,39.6563977,5217.0000000,0.7894250,158.0112860,84.0303770
APC,1.8428078,1.4490000,1950.0000000,21.2705000,1785.0000000,1687.8300000,5080.0000000,4.0900000,66.5826300,-67.8063540
KP,1.7208555,1.8346409,10014.2587401,13.4646314,1758.3994294,2259.3896676,5832.8300000,1.3340200,286.1103050,43.6809610
PC,4.7802597,1.4588658,1015.4550043,7.6126429,1654.2989516,1770.0151344,5826.0000000,2.3387201,289.7397300,44.6473470
PC,0.3814849,0.5650000,570.0000000,2.0605000,1539.0000000,931.3960000,4255.0000000,0.7100000,248.5532950,60.1959270
PC,4.6595169,0.9011821,1725.1706259,2.1961507,519.9004855,17.2664038,3489.0000000,0.4907290,135.7326410,71.6364160
CP,6.4002807,2.1559875,1026.6018729,2.2730301,699.0536347,56.4368797,4599.0000000,0.7205510,256.2795590,69.5190930
PC,4.8204512,1.7560000,1930.0000000,2.3674700,572.0000000,17.8782000,3692.0000000,0.5200000,283.5355300,69.6335340
CP,18.6548829,5.4431451,1495.4449473,4.3869878,585.8091542,27.8320770,5141.0000000,0.8761540,251.1158700,70.4299920
CP,4.3074513,2.3379196,1094.8419495,3.2819879,954.8757629,196.4755358,5141.0000000,0.8761540,251.1158700,70.4299920
CP,5.9041278,2.7678313,773.9266468,2.4489454,859.6105665,129.0410781,5141.0000000,0.8761540,251.1158700,70.4299920
CP,37.9251983,3.5345219,1370.7888539,3.2416430,462.4282696,10.8068346,5141.0000000,0.8761540,251.1158700,70.4299920
CP,15.9234883,4.0210000,493.0000000,2.1820300,735.0000000,48.5414000,5711.8500000,1.0800000,227.8678640,71.8412960
CP,4.3601536,2.3408909,5592.2909183,6.9564258,961.6063113,202.0738994,5227.0000000,0.8741310,259.0235920,63.1056070
CP,13.0791581,2.9700000,1143.0000000,3.2548500,735.0000000,48.6058000,5453.0000000,1.0000000,200.5615760,66.3085330
CP,4.6517186,2.7090000,978.0000000,2.6688900,1343.0000000,540.7720000,5154.0000000,0.8500000,23.5934250,-66.6763490
CP,9.1549418,2.4570000,1101.0000000,2.6201100,710.0000000,42.2592000,5154.0000000,0.8500000,23.5934250,-66.6763490
CP,19.9815709,2.7240000,909.0000000,2.5471700,562.0000000,16.5853000,5154.0000000,0.8500000,23.5934250,-66.6763490
PC,,4.6235211,738.7670156,2.9700035,465.1780870,11.0661868,5154.0000000,0.8522660,23.5934250,-66.6763490
FA,1.4415044,0.9274524,547.3172736,3.8345209,2198.3076824,5519.1845000,6603.0000000,1.5836500,269.8073910,64.1426440
APC,5.9630544,2.9510000,11000.0000000,10.0859000,,112.6670000,5273.0000000,0.9400000,273.5292380,62.8582430
PC,1.1219715,0.8226121,3997.6445916,3.9968417,1479.5361862,1132.4612950,5780.0000000,0.6240000,266.6860790,70.7845020
FP,4.6756655,1.9140000,738.0000000,4.0313400,1085.0000000,230.2040000,5779.0000000,1.4500000,260.9028890,64.8623630
APC,1.0180114,1.1353639,2618.9492168,6.5875997,1801.3210938,2488.2014600,5451.0000000,1.0933000,239.2014660,65.8888380
CP,10.2888860,1.3910000,854.0000000,2.6388100,483.0000000,9.0685600,5126.0000000,0.8700000,296.2446200,74.0628580
FP,1.0332441,3.8017836,26111.5081972,4.0879880,516.1833775,16.7778791,2972.0000000,0.1561930,301.3463630,38.2283250
KP,5.4526479,3.4010000,7750.0000000,14.5502000,1271.0000000,433.7800000,6509.0000000,1.5700000,303.1954360,18.1047780
PC,10.2613397,4.8550000,726.0000000,3.6039100,1152.0000000,372.3580000,6124.0000000,1.4900000,209.4843130,79.5833220
CP,3.4779776,2.5103489,27021.6932424,12.5541925,897.2038496,153.1388971,4699.0000000,0.7650010,282.1001660,79.2564760
KP,3.0354017,2.8809533,16196.2158157,14.1334903,1324.2404714,726.7556694,5751.0000000,1.0722400,339.4892750,-35.1542030
CP,3.1274634,1.9812695,1331.8369300,2.5802896,813.0378617,103.2675998,4225.0000000,0.6934310,157.1440710,65.8541990
CP,7.4931613,1.9339295,1650.6470497,2.7733674,607.6028794,32.2107098,4225.0000000,0.6934310,157.1440710,65.8541990
CP,49.8251660,3.8714976,2059.4069037,3.8319135,323.1161011,2.5760566,4225.0000000,0.6934310,157.1440710,65.8541990
PC,18.0574016,3.5921770,1198.0572128,3.8092663,704.2235859,58.1250403,5897.0000000,1.0100000,268.0160640,53.7306990
PC,20.8774413,3.5620000,771.0000000,2.1614500,572.0000000,17.8402000,5396.0000000,0.9000000,180.7265020,74.0610090
PC,1.0214555,1.2520000,319.0000000,1.4626600,1449.0000000,733.1900000,5098.0000000,0.8200000,309.3536410,22.6543660
PC,2.7441672,1.4180000,5650.0000000,7.8431700,1009.0000000,172.2330000,5040.0000000,0.9700000,287.2420920,57.3441260
KP,2.2047452,3.9960000,6872.0000000,17.9781000,2634.0000000,7992.2200000,6532.2300000,1.9900000,292.2471900,47.9695430
CP,10.8948421,2.0719394,3168.3853584,2.4691414,390.8242112,5.5137471,3618.0000000,0.4356660,197.9965830,65.8336970
CP,18.8016111,1.9093524,1686.7881033,1.9112282,325.8292621,2.6636757,3618.0000000,0.4356660,197.9965830,65.8336970
KP,6.7900981,6.0786576,2158.1733568,9.7548481,1192.2564672,477.5289979,6378.0000000,2.0006800,287.7088140,47.3330500
CP,8.1577210,3.7880000,10273.0000000,9.3188800,860.0000000,91.0972000,5091.2000000,0.9000000,198.3885830,62.3053800
CP,4.2529641,2.5733867,758.5849990,2.3483383,994.5309519,231.2034004,5591.0000000,0.8489060,249.6966400,64.5591810
PC,9.2378703,2.5350000,660.0000000,2.2299500,757.0000000,54.6767000,5591.0000000,0.8500000,249.6966400,64.5591810
CP,3.7955178,2.0198135,52278.9940979,10.3261619,525.9431131,18.0832336,3424.0000000,0.4453720,15.5518890,-61.7561330
FP,14.3034613,3.1350000,48840.0000000,18.4949000,551.0000000,15.3800000,5056.6000000,0.8300000,293.0324940,74.8910730
KP,6.1349783,5.6610000,3860.0000000,13.1383000,1509.0000000,861.5540000,5828.7000000,2.0500000,203.5099560,53.7281880
CP,3.3159772,1.4940000,2770.0000000,4.5947000,923.0000000,120.5950000,4972.7000000,0.8100000,199.1962040,49.8610590
CP,4.6313014,1.4350000,4860.0000000,9.3484800,1078.0000000,225.0130000,5736.0000000,1.0700000,214.1208560,58.3902530
PC,19.3203478,4.2150000,13910.0000000,9.3896400,534.0000000,13.5440000,4968.1000000,0.8000000,254.8161540,65.7474380
FA,11.3246821,5.9704136,1937.5829721,4.2917226,707.3693882,59.1706102,5518.0000000,0.8247340,320.2019050,28.0558290
FA,6.2611690,2.0369188,4005.0228080,1.3468319,414.5815396,6.9816945,3145.0000000,0.2112570,302.6691340,40.6686280
FA,,4.6000000,1405.9675071,3.2287724,661.2039892,45.1713284,5544.0000000,0.8576480,172.7477990,66.7965290
PC,14.8559691,3.7110000,1127.0000000,2.7263800,788.0000000,64.0545000,5544.0000000,0.8600000,172.7477990,66.7965290
CP,14.4751062,1.6182484,9618.5798534,8.6976173,407.8662750,6.5402175,3841.0000000,0.5503500,320.4784440,35.6486250
CP,9.6141636,3.4271882,933.6532689,3.2264735,749.8978043,74.7359105,5477.0000000,0.8406080,185.0628730,56.2014090
CP,4.9404714,1.9540000,455.0000000,2.3216000,1178.0000000,320.0120000,6086.0000000,1.1300000,79.5209380,-80.9643840
PC,9.6926392,3.0182304,1838.2370548,3.2890740,626.5734732,36.4257934,4665.0000000,0.7460030,291.4653220,61.7761530
PC,6.3908880,3.7660000,435.0000000,2.4720100,1227.0000000,376.5320000,6191.0000000,1.3200000,199.4426450,71.7210510
KP,0.9689927,2.5496309,13532.9710157,17.1331258,2332.2259008,6992.0328230,6430.0000000,1.4139800,314.2685230,31.6610190
KP,10.3385050,4.2420000,18162.0000000,11.8729000,903.0000000,110.5120000,5336.9600000,0.8400000,324.5359780,30.4881880
FP,1.2832510,2.0122610,1961.3182030,2.5581120,923.6720985,172.0252913,3855.0000000,0.5603910,311.5136510,56.8671500
FP,1.2284388,1.9190118,1229.4965125,1.8662630,841.1003116,118.2802346,3526.0000000,0.5302300,316.8672400,46.8653730
APC,0.6166953,0.7120000,1089.0000000,10.4852000,2958.0000000,12724.9000000,6588.0000000,1.5700000,310.9536190,59.5766280
PC,9.6001126,4.9882857,380.4193796,2.4070295,950.8147029,193.1543783,5891.0000000,1.2103699,308.7476210,63.4749380
CP,2.6998294,2.2080000,2798.0000000,4.9455100,1639.0000000,1198.4100000,6180.0000000,0.9200000,313.1670290,65.6087830
FP,0.5813220,1.3261177,3206.6010016,2.2014886,952.4881815,194.5178158,3446.0000000,0.3862100,307.2109410,33.4139590
CP,0.9809720,0.5405036,6178.3924210,5.9162923,1320.9517090,719.5629045,4486.0000000,0.7644010,0.1856060,-54.8308230
KP,5.3987355,3.1270000,352.0000000,2.2534500,1192.0000000,335.2490000,5875.2300000,1.2600000,291.0323100,49.0402130
PC,7.1619900,7.6680000,800.0000000,5.0545200,1649.0000000,1230.4200000,6229.0000000,1.8100000,245.8180090,62.9251210
FP,1.4412175,1.6660000,12927.0000000,17.0442000,1626.0000000,1160.5500000,5672.9000000,1.4600000,253.1403300,57.9741500
PC,1.6849938,0.9160000,990.0000000,3.7671600,1198.0000000,342.9180000,5923.0000000,1.1100000,230.3100940,63.5652850
CP,3.9152737,2.5620000,3350.0000000,9.4343500,1170.0000000,311.4980000,5714.0000000,1.5800000,223.0926410,70.4765570
CP,3.1968838,3.7533697,7958.9806560,14.9685779,1671.1249287,1843.1329908,6470.0000000,1.5971500,256.6722030,67.8715030
CP,3.9443668,4.8652146,6732.4884540,14.5727196,1461.6208264,1078.5986988,5494.0000000,1.7547500,256.7706390,70.2384810
FP,3.9303400,3.6670000,9724.5800000,14.8838000,,815.9100000,6292.0000000,1.3700000,195.8211330,67.8234360
CP,4.5371361,4.0421550,4199.7558754,9.8153513,1326.6264827,732.0077048,5731.0000000,1.4866800,241.3229010,70.1900400
FP,5.9294050,3.7190000,16410.0000000,,,,,,286.7478800,71.7136000
CP,14.3392144,4.6064739,392.6346872,2.2963233,841.9410276,118.7538488,6295.7000000,1.1374201,12.5467780,-83.7437670
KP,2.8716983,4.6680000,8568.0000000,18.1267000,2281.0000000,4494.2500000,6840.0000000,1.9100000,216.5238250,59.4442740
CP,6.0964074,2.3632965,1142.4891745,2.5856853,737.3642914,69.8633506,4820.4000000,0.7316990,275.8625430,71.5817480
PC,,8.0555709,2143.3712267,4.2582550,177.5215972,0.2347069,4820.4000000,0.7316990,275.8625430,71.5817480
PC,5.6666168,3.6040000,9780.0000000,14.8589000,1277.0000000,442.5360000,6530.0000000,1.4700000,264.3789420,73.2611930
FP,1.5602900,2.7510000,1690.0000000,18.4825000,3900.0000000,38412.5000000,6897.0000000,2.2900000,301.7176740,45.4992270
FP,8.8735214,4.0590000,1949.0000000,6.0401000,1591.0000000,1064.9800000,5992.0000000,1.1800000,303.0729720,44.4958780
FP,7.8513774,6.6990000,21571.0000000,,,,,,282.4745390,55.2663900
FP,7.6869063,4.6520000,4500.0000000,23.7824000,1409.0000000,655.0220000,5147.3000000,3.0700000,277.4768560,61.0495010
APC,2.5346120,1.9780000,5185.2815163,,1193.0000000,336.9340000,5009.6000000,,283.6374890,59.7631930
FP,1.3797091,2.3520000,1320.0000000,22.2329000,3626.0000000,28702.5000000,5924.0000000,2.6700000,306.4258410,53.5616150
FP,1.4986100,2.8710000,2188.6100000,,4828.0000000,90202.8000000,8590.0000000,,292.5051700,54.1085030
APC,6.2407826,1.5130000,6114.0000000,16.0959000,708.0000000,41.7384000,4174.0000000,0.9000000,353.8287130,-64.5619170
FP,2.6796000,2.7710000,7590.0000000,11.8862000,1492.0000000,823.4340000,5938.0000000,1.3200000,300.8386400,53.2956200
APC,6.1406417,2.3525428,9437.1831553,26.5174686,1714.0875450,2040.1072476,8298.0000000,1.8749300,294.7227340,41.5651540
FP,11.0765063,4.6920000,4400.0000000,12.8076000,1033.0000000,189.3480000,6460.0000000,1.8600000,301.5626310,52.1641810
FP,0.6193401,1.5140000,1853.0000000,8.8413600,,55990.1000000,7812.5000000,1.7900000,303.8248310,36.6518070
FP,2.6400663,3.3680000,1328.0000000,18.2671000,2611.0000000,7719.6400000,5155.0000000,2.7200000,317.7479000,43.5518950
FP,2.5778717,3.4720000,1010.0000000,18.6870000,4400.0000000,62241.5000000,8321.0000000,3.1600000,318.2351610,46.2680900
FP,3.8050900,3.3470000,1280.0000000,8.5719300,1644.0000000,1214.1100000,6555.5000000,2.3500000,307.0166470,39.8771300
FP,2.9904100,3.9520000,1290.0000000,24.2511000,4252.0000000,54264.3000000,8542.0000000,3.5600000,316.8138850,40.1671720
PC,4.9865029,2.4410000,1341.0000000,,,,,,318.7246230,38.0942320
FP,0.8909670,1.7840000,1100.0000000,2.8967800,2099.0000000,3225.3200000,5159.2000000,0.8700000,318.6271070,40.0170170
CP,2.1096805,2.1344043,1309.7297126,3.6396725,1284.9234580,644.2138136,5673.0000000,0.9408060,338.3996620,-43.4368720
PC,3.9729429,3.6530000,4558.0000000,,,,,,319.3250100,38.1048550
FP,1.1988800,1.5580000,1169.0300000,20.5525000,2172.0000000,3694.9600000,7315.0000000,5.4600000,313.5364750,37.7893560
APC,3.3764400,1.4370000,5791.2000000,,1589.0000000,1059.2600000,8639.7000000,,323.5273610,46.9317740
FP,2.0390500,2.2600000,430.0000000,6.4230700,3550.0000000,26394.8000000,9003.0000000,2.6800000,329.3850670,41.4495090
FP,2.9424142,4.0730000,1400.0000000,9.7096800,3452.0000000,23595.1000000,6854.0000000,1.7900000,321.0238100,46.3846730
FP,1.0793011,2.1960000,1562.0000000,3.3111600,2612.0000000,7736.0500000,4349.3000000,0.6700000,322.9265700,41.7974650
FP,8.0428575,9.5040000,18730.0000000,,2522.0000000,6718.5300000,8286.0000000,,323.2068510,39.0721960
APC,3.9392211,2.3790000,1468.0000000,27.6744000,2902.0000000,11779.7000000,8715.0000000,4.1200000,303.2952230,36.7254850
FP,4.0157492,2.7060000,1150.0000000,6.4721900,1417.0000000,669.6100000,6585.0000000,2.0700000,315.1103660,46.0604490
FP,2.0197600,3.3940000,3963.8500000,7.3626000,2444.0000000,5926.6900000,7274.6000000,1.7200000,327.4800390,44.0800600
PC,8.1995368,2.1168277,903.3694431,1.9226211,577.2199136,26.2353114,4028.0000000,0.6505330,354.3973740,-58.9550780
FP,1.7480540,2.1220000,670.0000000,,,,,,315.5408960,45.7757410
FP,2.6564600,2.4750000,773.3690000,12.1711000,1545.0000000,948.0660000,6135.4000000,3.9800000,323.5486270,50.4814450
FP,2.6568800,2.6150000,1959.8800000,,,,,,323.5503560,50.4818650
