# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  5 00:48:44 2025
#
# User preference: *
#
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
#
koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_steff,koi_srad,ra,dec
CONFIRMED,20.477488430,2.83640,1.3824e+03,2.92,530.0,18.65,5097.00,0.7790,288.642520,43.039291
CONFIRMED,3.336123113,1.96160,5.1630e+02,1.74,970.0,209.79,5097.00,0.7790,288.642520,43.039291
CONFIRMED,8.010784560,2.31200,1.3336e+03,1.72,453.0,9.90,3713.00,0.4700,294.773930,43.056301
CONFIRMED,12.071342050,4.32240,7.5920e+02,1.29,395.0,5.74,3713.00,0.4700,294.773930,43.056301
CONFIRMED,20.995878720,2.63330,7.6730e+02,1.30,328.0,2.74,3713.00,0.4700,294.773930,43.056301
CONFIRMED,7.411131770,2.52420,6.2050e+02,2.45,905.0,158.11,5849.00,0.9190,295.651490,43.029831
FALSE POSITIVE,1.000747038,0.99670,1.8235e+03,4.14,1620.0,1635.20,5472.00,0.7900,297.975130,43.164909
CONFIRMED,8.884922995,2.07004,1.6053e+04,10.51,770.0,83.21,5332.00,0.8430,291.137600,36.577381
CONFIRMED,8.098889060,4.20241,6.9111e+03,8.95,986.0,223.19,6214.00,1.0760,282.699520,43.272739
CONFIRMED,10.006530120,5.34400,9.3610e+02,3.52,876.0,139.21,6063.00,1.0010,283.630770,43.379398
CONFIRMED,17.855221681,7.41287,9.0652e+03,13.16,911.0,163.04,6823.00,1.3670,297.453740,41.010990
CANDIDATE,12.732624065,2.20830,6.4657e+03,4.87,432.0,8.22,3950.00,0.5410,285.167480,43.876339
CANDIDATE,83.924940320,6.79040,7.9587e+03,4.78,226.0,0.62,3960.00,0.5090,287.852390,43.897991
CONFIRMED,5.007316661,4.23620,6.9323e+03,6.96,998.0,234.28,5865.00,0.8270,295.536130,43.884449
CONFIRMED,2.211116989,1.64850,7.2420e+02,1.85,931.0,177.19,4500.00,0.6460,285.168330,44.026459
CONFIRMED,27.954133700,3.95000,9.4250e+02,1.90,400.0,6.04,4500.00,0.6460,285.168330,44.026459
CONFIRMED,12.691043870,3.77270,2.5210e+02,2.57,1008.0,244.30,5869.00,1.6260,292.929140,48.602810
FALSE POSITIVE,4.409409243,3.86360,1.2861e+04,10.95,1101.0,347.06,5600.00,0.9750,296.410190,43.455391
CONFIRMED,16.239470960,4.03740,2.5907e+03,4.14,598.0,30.14,5191.00,0.8370,293.061400,43.581360
CONFIRMED,6.308201629,2.97850,1.3285e+03,2.96,819.0,106.44,5191.00,0.8370,293.061400,43.581360
CONFIRMED,2.052349884,2.07780,1.4281e+04,13.12,1497.0,1183.18,5855.00,1.0800,299.561890,43.503559
CONFIRMED,9.770448600,2.45170,1.8978e+03,2.23,460.0,10.59,3906.00,0.5090,282.232510,43.665630
CONFIRMED,5.169804269,2.15300,1.0374e+03,1.66,569.0,24.75,3906.00,0.5090,282.232510,43.665630
CONFIRMED,21.222611950,6.50930,3.6600e+02,2.48,771.0,83.56,5945.00,1.3020,290.392730,40.284870
CONFIRMED,20.090170370,4.15400,1.4321e+03,2.25,362.0,4.05,3906.00,0.5090,282.232510,43.665630
CONFIRMED,7.113732570,2.17640,8.0760e+02,1.16,429.0,8.01,3561.00,0.4110,296.985050,43.658520
CONFIRMED,3.306551643,1.81770,5.0920e+02,0.91,554.0,22.19,3561.00,0.4110,296.985050,43.658520
CONFIRMED,15.368457370,2.47140,7.5610e+02,1.11,332.0,2.86,3561.00,0.4110,296.985050,43.658520
CONFIRMED,13.810203180,3.04800,1.3097e+03,4.56,833.0,113.75,5942.00,1.1420,281.960630,43.703110
CONFIRMED,4.093578461,2.58330,5.3860e+02,2.85,1182.0,461.07,6077.00,0.9990,290.263280,44.556450
CONFIRMED,105.145959000,8.59300,6.8540e+02,3.43,401.0,6.09,6077.00,0.9990,290.263280,44.556450
CONFIRMED,10.848451800,2.99930,1.6756e+03,2.34,499.0,14.66,4201.00,0.5910,295.579350,44.545959
CONFIRMED,6.668332410,1.91500,3.6230e+02,1.18,587.0,28.06,4201.00,0.5910,295.579350,44.545959
CONFIRMED,4.082274889,3.23015,1.7859e+04,10.55,1016.0,251.48,5655.00,0.7940,284.830470,44.658138
CANDIDATE,3.886655224,3.16460,5.8160e+02,1.87,1010.0,246.29,5662.00,0.7380,288.726650,44.607510
CONFIRMED,42.140608900,5.08300,8.9550e+02,1.85,349.0,3.49,4500.00,0.6460,285.168330,44.026459
CONFIRMED,4.617490562,2.26180,5.7580e+02,1.62,728.0,66.47,4500.00,0.6460,285.168330,44.026459
CONFIRMED,10.198492550,2.42830,6.3410e+02,1.75,559.0,23.11,4500.00,0.6460,285.168330,44.026459
FALSE POSITIVE,5.795063956,3.24960,1.6929e+03,4.33,950.0,192.74,5865.00,0.8270,296.507540,44.036072
CONFIRMED,7.156815520,2.58820,8.6700e+02,2.47,782.0,88.23,5029.00,0.8380,289.594760,44.141949
CONFIRMED,17.648308510,2.08730,7.6330e+02,2.43,579.0,26.49,5029.00,0.8380,289.594760,44.141949
CONFIRMED,4.148107190,2.53500,1.7520e+02,1.08,938.0,182.76,5029.00,0.8380,289.594760,44.141949
CONFIRMED,16.514109890,4.15750,9.7350e+02,2.72,655.0,43.57,5527.00,0.8660,296.566220,44.105862
CONFIRMED,30.132929800,5.17200,1.0158e+03,3.14,536.0,19.55,5527.00,0.8660,296.566220,44.105862
CONFIRMED,4.790908090,2.60300,2.5130e+02,1.36,990.0,227.24,5527.00,0.8660,296.566220,44.105862
CONFIRMED,31.719810130,4.81900,3.6340e+02,3.09,743.0,71.97,5869.00,1.6260,292.929140,48.602810
CONFIRMED,99.641596200,4.44800,9.5250e+02,2.64,360.0,3.97,5527.00,0.8660,296.566220,44.105862
CONFIRMED,4.708326451,3.16114,7.9127e+03,10.60,1162.0,431.02,5560.00,1.2100,298.635650,44.170940
FALSE POSITIVE,16.371986610,3.84490,4.1476e+03,540.37,438.0,8.71,4187.00,0.5920,298.678620,44.175499
CONFIRMED,5.392026903,2.98040,1.1514e+03,2.68,850.0,123.33,5198.00,0.8010,284.430510,44.480530
CANDIDATE,2.494170338,1.12210,8.6370e+02,2.42,1194.0,480.19,5569.00,0.8290,284.759430,45.599129
CONFIRMED,6.491682808,4.30100,7.1633e+03,9.66,1062.0,301.54,6123.00,1.1070,285.554810,45.578861
FALSE POSITIVE,3.044770796,10.01340,1.6950e+03,24.54,1076.0,317.36,5525.00,0.7530,293.684940,45.516830
CONFIRMED,3.855603916,3.21790,1.6653e+04,13.61,1212.0,508.65,6033.00,1.0460,296.393160,45.568562
FALSE POSITIVE,3.855599139,3.18300,1.0309e+03,3.57,1158.0,425.74,5936.00,0.9650,296.395420,45.569920
CONFIRMED,38.478766290,5.04169,2.3530e+04,13.26,484.0,13.01,5510.00,0.8790,288.902220,49.370491
FALSE POSITIVE,37.601661282,8.30604,5.9130e+04,27.22,606.0,31.86,6140.00,1.0960,282.306030,44.714661
CONFIRMED,3.314947362,1.80070,1.3982e+03,3.94,1155.0,421.03,5609.00,0.9440,293.454830,44.792789
FALSE POSITIVE,6.719690890,3.02310,9.6970e+02,4.37,952.0,194.18,5931.00,0.8660,301.049560,44.706299
CONFIRMED,39.643155200,6.52920,1.5664e+04,10.98,472.0,11.74,5231.00,0.9000,283.977510,44.811562
FALSE POSITIVE,51.425985780,16.94220,6.6068e+04,29.66,549.0,21.40,6257.00,1.1470,290.638980,44.806789
CONFIRMED,21.804516110,3.40970,1.1449e+03,2.60,543.0,20.48,5481.00,0.7080,291.717320,44.887310
CONFIRMED,10.281945930,3.43660,1.1107e+03,2.53,680.0,50.60,5196.00,0.7750,291.841980,44.858089
CONFIRMED,18.119930390,4.23090,1.5069e+03,2.95,563.0,23.77,5196.00,0.7750,291.841980,44.858089
CONFIRMED,3.784028670,1.90120,4.2610e+02,1.70,949.0,191.78,5196.00,0.7750,291.841980,44.858089
CONFIRMED,5.154481420,3.22800,6.9750e+02,2.94,964.0,204.10,5431.00,0.8840,294.846890,45.034409
FALSE POSITIVE,33.803643660,11.48130,1.3494e+04,20.70,745.0,72.71,5855.00,1.7960,297.475860,41.114288
CONFIRMED,5.743469797,3.44120,1.2402e+03,3.13,982.0,219.95,5897.00,0.8910,291.092350,45.115528
CANDIDATE,39.475909300,2.96800,1.0126e+03,4.06,577.0,26.13,6225.00,1.0310,291.208040,45.244389
FALSE POSITIVE,19.974485239,4.23479,4.0293e+04,26.56,700.0,56.84,6108.00,0.9970,289.727480,45.367661
CONFIRMED,3.166353562,3.31290,1.4734e+03,3.82,1273.0,621.92,6007.00,0.9980,286.360110,45.414291
FALSE POSITIVE,23.899634407,3.81881,2.0953e+04,44.04,652.0,42.80,6192.00,0.9240,294.717680,45.485760
CONFIRMED,3.388012244,2.68490,2.8010e+02,2.11,1315.0,705.93,5553.00,1.2500,292.580440,46.097389
CONFIRMED,5.839097610,3.19150,2.7360e+02,2.06,1097.0,341.48,5553.00,1.2500,292.580440,46.097389
CONFIRMED,1.620467654,2.18880,1.5960e+02,1.57,1681.0,1893.42,5553.00,1.2500,292.580440,46.097389
CONFIRMED,10.681695100,3.60500,3.0780e+02,2.30,897.0,152.75,5553.00,1.2500,292.580440,46.097389
CONFIRMED,6.104849417,4.69120,2.0903e+03,3.18,784.0,89.25,5085.00,0.7120,297.045620,46.027359
CONFIRMED,3.578780566,2.91089,1.1382e+04,10.43,1145.0,406.60,5524.00,0.9940,289.607970,44.345421
FALSE POSITIVE,3.187067566,3.11900,1.0374e+03,23.88,1079.0,319.76,5450.00,0.8110,297.788480,45.565418
CONFIRMED,5.826657508,2.91830,1.5391e+03,4.09,1013.0,248.57,5561.00,1.0600,288.164700,45.816509
CONFIRMED,12.412163470,3.73900,6.1130e+02,2.58,787.0,90.65,5561.00,1.0600,288.164700,45.816509
CONFIRMED,18.746490110,3.89500,7.9680e+02,3.05,686.0,52.38,5561.00,1.0600,288.164700,45.816509
CONFIRMED,20.860212290,5.19370,1.9105e+03,5.50,781.0,87.76,6035.00,1.2570,294.023010,45.853081
CONFIRMED,42.634278480,6.19980,1.7193e+03,5.22,615.0,33.82,6035.00,1.2570,294.023010,45.853081
CONFIRMED,87.647606800,8.87100,1.0096e+03,4.00,484.0,12.94,6035.00,1.2570,294.023010,45.853081
CANDIDATE,9.617314260,3.86920,2.3400e+02,1.94,1010.0,246.13,6035.00,1.2570,294.023010,45.853081
CONFIRMED,9.467821474,2.43270,2.2370e+03,2.13,407.0,6.47,3582.00,0.4580,283.732030,45.958771
CONFIRMED,0.893040969,1.09810,7.4170e+02,1.24,893.0,151.14,3582.00,0.4580,283.732030,45.958771
CONFIRMED,4.942783419,3.25346,1.1145e+04,10.62,1008.0,244.42,5514.00,0.9780,296.200590,49.140121
CONFIRMED,20.834267310,4.04540,9.8840e+02,2.74,595.0,29.62,5537.00,0.8800,293.018280,45.914688
CONFIRMED,9.946023570,3.38620,9.9450e+02,3.12,807.0,100.34,5344.00,1.0130,296.064240,45.976841
CONFIRMED,1.045621950,1.89550,2.1300e+02,1.45,1710.0,2031.84,5344.00,1.0130,296.064240,45.976841
CONFIRMED,5.714623960,2.33600,2.9780e+02,1.78,971.0,210.16,5344.00,1.0130,296.064240,45.976841
FALSE POSITIVE,102.964195200,15.73500,1.8967e+03,39.00,797.0,95.40,5047.00,7.1190,296.817720,46.781509
CONFIRMED,8.145159810,5.07300,4.4680e+02,3.43,1050.0,287.91,5896.00,1.2400,290.413270,38.343750
CONFIRMED,18.998527900,4.52900,4.3070e+02,43.17,792.0,93.03,5896.00,1.2400,290.413270,38.343750
CONFIRMED,4.244390490,3.28200,1.7400e+02,2.07,1305.0,686.99,5896.00,1.2400,290.413270,38.343750
CANDIDATE,90.124050700,11.64900,3.0203e+03,7.12,485.0,13.09,6520.00,1.2150,293.223910,38.033581
CONFIRMED,28.574269200,4.94270,8.2490e+02,2.32,538.0,19.83,5551.00,0.8120,296.981020,43.209751
CANDIDATE,856.672115000,23.14400,8.5810e+02,3.87,242.0,0.81,6449.00,1.3090,287.586790,47.600021
CANDIDATE,0.689210173,1.61690,1.9500e+02,1.32,1943.0,3362.71,5630.00,0.9540,281.551180,47.469959
CONFIRMED,7.343739640,1.17840,5.7440e+02,1.84,839.0,117.50,5757.00,0.7620,296.232150,47.678959
FALSE POSITIVE,0.445277068,3.53900,1.8670e+02,35.74,2562.0,10177.11,6167.00,1.0640,297.103490,47.643570
FALSE POSITIVE,0.379463865,0.86896,1.9733e+03,59.56,3000.0,19256.81,5075.00,1.7830,290.911190,38.335579
FALSE POSITIVE,9.880479780,2.78458,1.8541e+04,23.60,860.0,129.45,6113.00,0.9170,281.669160,42.038639
FALSE POSITIVE,4.648415600,38.19390,1.2840e+02,5.06,2259.0,6152.88,6980.00,3.4820,295.266820,38.611240
FALSE POSITIVE,17.512014768,1.82480,4.5117e+03,13.66,804.0,98.77,6224.00,1.1320,287.616330,39.127239
CANDIDATE,3.988602100,1.73760,6.7350e+02,34.39,3145.0,23135.72,4813.00,13.6520,289.093230,49.424484
CANDIDATE,0.533059312,1.86210,1.4958e+03,133.56,5862.0,277887.70,8523.00,4.0510,286.019200,48.866741
FALSE POSITIVE,0.525154153,2.14410,7.4750e+02,23.61,2073.0,4391.51,5582.00,0.8460,295.098660,41.007038
FALSE POSITIVE,1.303861044,4.05410,5.9820e+02,27.85,1610.0,1595.19,5758.00,0.9020,298.135890,41.332062
FALSE POSITIVE,0.734524960,6.70000,,,,,,,293.287990,41.560455
FALSE POSITIVE,2.555491760,9.08300,1.1380e+02,23.35,1312.0,701.68,5948.00,0.9010,298.773250,41.214729
FALSE POSITIVE,2.947376671,2.09110,4.3320e+02,403.59,2404.0,7903.84,8090.00,2.2340,292.611940,43.305141
CONFIRMED,224.778935500,11.18990,3.4875e+03,7.67,333.0,2.92,5873.00,1.2350,291.653170,44.688271
FALSE POSITIVE,0.890110752,0.87740,3.2150e+02,1.25,1372.0,838.42,4768.00,0.7110,291.170680,38.008591
FALSE POSITIVE,5.765733960,2.92400,2.4800e+02,7.47,1964.0,3518.78,5772.00,4.4340,294.525570,38.204632
CONFIRMED,7.426081230,3.63790,4.4330e+02,2.47,1037.0,273.78,6049.00,1.1760,292.713100,38.358212
CONFIRMED,15.986893200,4.15800,1.7850e+02,1.62,803.0,98.51,6049.00,1.1760,292.713100,38.358212
FALSE POSITIVE,0.730945890,4.32000,2.5020e+02,17.12,1922.0,3248.17,5901.00,0.8480,289.796200,38.351181
CONFIRMED,18.925372460,3.98350,6.4090e+02,13.92,1171.0,443.58,4941.00,4.8850,286.490420,38.374908
FALSE POSITIVE,0.933749106,4.25600,1.8620e+02,3.22,2863.0,15822.49,6215.00,2.1880,292.775880,47.461689
FALSE POSITIVE,2.037440623,3.44200,1.1860e+02,1.19,1572.0,1448.05,6253.00,1.0150,295.795260,47.663960
CANDIDATE,129995.778400000,9.40800,1.4749e+03,2.99,25.0,0.00,4500.00,0.7260,296.821620,47.354031
CONFIRMED,31.592580900,13.56600,1.4510e+02,1.78,688.0,53.09,5676.00,1.4870,295.920650,47.448608
CONFIRMED,17.157236000,11.28400,1.1040e+02,1.55,844.0,119.87,5676.00,1.4870,295.920650,47.448608
CONFIRMED,1.973760850,1.82542,3.0222e+04,8.78,753.0,76.10,3807.00,0.5030,292.068300,38.842270
CANDIDATE,13.118962443,4.30450,3.7220e+02,8.25,1768.0,2310.43,7221.00,4.2400,282.000310,48.542221
FALSE POSITIVE,4.618767792,5.99570,4.3991e+03,7.48,1170.0,442.78,6013.00,1.0330,297.310060,49.703041
CANDIDATE,7.821873280,3.84170,4.2200e+01,2.78,2101.0,4601.71,7221.00,4.2400,282.000310,48.542221
CANDIDATE,53.505761100,10.56160,1.9560e+02,2.52,675.0,49.16,6247.00,1.7620,295.802670,45.988079
CONFIRMED,2.785821236,3.55990,6.8900e+01,1.69,1784.0,2388.98,6202.00,1.7330,287.361820,38.714016
FALSE POSITIVE,52.569018670,6.75070,2.6900e+04,78.54,737.0,69.62,7240.00,1.7170,290.944370,38.538868
FALSE POSITIVE,3.411758679,3.15800,5.7060e+02,14.71,684.0,51.85,3995.00,0.5610,298.991700,41.074989
FALSE POSITIVE,0.525426427,1.08010,3.2460e+02,1.45,2069.0,4349.62,5791.00,0.8020,291.821810,41.112690
CONFIRMED,1.269091415,1.46470,3.4090e+02,1.41,1331.0,740.47,5041.00,0.7660,296.860990,41.097340
CONFIRMED,2.853133997,1.46500,2.7710e+02,1.36,1016.0,251.77,5041.00,0.7660,296.860990,41.097340
CONFIRMED,6.796853530,3.17020,3.9310e+02,2.01,985.0,222.91,6061.00,0.9700,294.163210,41.451801
FALSE POSITIVE,8.667822346,4.96580,2.1219e+03,67.37,1303.0,681.39,6266.00,1.8890,299.399720,45.316051
CONFIRMED,1.475323222,2.31550,1.5490e+02,5.88,2740.0,13331.51,4941.00,4.8850,286.490420,38.374908
CONFIRMED,4.152461180,2.57550,2.2340e+02,7.62,1941.0,3354.56,4941.00,4.8850,286.490420,38.374908
FALSE POSITIVE,6.721078300,7.46000,,,,,,,291.606900,38.348061
CONFIRMED,8.734885200,4.49000,2.7070e+02,1.59,890.0,148.62,5982.00,0.9600,287.444090,38.088428
FALSE POSITIVE,10.265476880,3.73300,3.9960e+02,1.81,770.0,83.13,5699.00,0.8530,292.279050,38.284531
CANDIDATE,13.447179100,3.04540,1.4282e+03,5.24,848.0,122.34,6276.00,1.0410,292.374760,37.630959
FALSE POSITIVE,3.305577989,2.59030,1.7971e+04,25.89,1027.0,263.55,5534.00,0.7070,292.078490,38.631481
FALSE POSITIVE,4.800653901,9.04190,1.5304e+04,16.91,1347.0,778.45,6715.00,1.2410,296.133910,38.999008
FALSE POSITIVE,15.066499010,5.98850,3.6348e+04,56.44,932.0,177.96,5751.00,1.6260,293.925990,38.737980
FALSE POSITIVE,34.820081580,11.17110,1.8848e+04,11.36,459.0,10.49,5114.00,0.7840,286.869260,39.103729
FALSE POSITIVE,0.651784374,2.01410,2.7793e+03,33.65,2090.0,4500.59,5555.00,1.0610,291.999880,38.437698
FALSE POSITIVE,1.353771892,7.01200,1.3491e+03,430.99,4903.0,136609.48,4283.00,15.7600,292.719640,48.852016
FALSE POSITIVE,18.954916330,24.24900,8.6750e+02,71.39,1139.0,397.48,6362.00,2.5340,284.026790,49.415428
FALSE POSITIVE,4.348866254,3.27970,6.2560e+02,2436.69,6421.0,401588.95,3598.00,101.4510,298.804110,40.843563
FALSE POSITIVE,47.930945460,2.68970,2.1444e+03,68.02,905.0,158.41,8214.00,1.9380,295.598720,50.720669
FALSE POSITIVE,3.997514220,3.68600,3.2800e+01,2.98,2203.0,5563.95,5066.00,5.3240,283.736420,44.713310
FALSE POSITIVE,1.592633181,5.56050,6.3310e+02,1.56,1053.0,290.51,4506.00,0.6510,291.761960,37.098640
CONFIRMED,67.592375400,12.24900,4.1581e+03,12.10,588.0,28.20,6038.00,1.7440,295.586580,45.364979
CONFIRMED,17.029027860,4.64500,5.6890e+02,2.54,755.0,76.66,5839.00,1.0670,290.510470,41.244820
CONFIRMED,6.846192360,3.52900,2.4680e+02,1.67,1022.0,258.41,5839.00,1.0670,290.510470,41.244820
CONFIRMED,67.832163800,7.35800,5.0780e+02,2.39,476.0,12.14,5839.00,1.0670,290.510470,41.244820
CONFIRMED,43.131214700,3.19800,4.4780e+02,2.39,554.0,22.21,5839.00,1.0670,290.510470,41.244820
CONFIRMED,1.224866441,1.70860,1.9600e+02,1.54,1741.0,2174.33,5553.00,1.1070,290.607940,41.201092
CONFIRMED,37.810264900,8.73300,5.7030e+02,2.33,566.0,24.27,6085.00,0.9730,289.776700,38.262280
CONFIRMED,25.934064060,4.61420,4.1450e+02,2.48,695.0,55.10,5952.00,1.2250,291.976170,38.055080
CONFIRMED,83.446348500,6.53600,5.0300e+02,2.73,471.0,11.59,5952.00,1.2250,291.976170,38.055080
FALSE POSITIVE,7.047100320,2.92600,4.0090e+02,25.20,986.0,223.84,5766.00,1.0680,290.134920,38.404221
CONFIRMED,12.992048530,6.01750,2.7060e+02,2.03,866.0,132.94,5765.00,1.2420,291.423580,38.216591
FALSE POSITIVE,11.116202110,4.21100,4.8439e+03,8.96,853.0,125.21,6122.00,0.9960,295.291930,38.964588
FALSE POSITIVE,1.922861499,3.57340,1.9162e+03,5.09,1392.0,884.12,5778.00,0.9110,291.445070,38.637211
FALSE POSITIVE,0.635445336,1.85920,2.5474e+03,19.00,1177.0,451.42,3920.00,0.5500,285.080260,39.182110
FALSE POSITIVE,1.665784138,1.89460,2.0062e+03,97.27,2636.0,11424.49,6261.00,2.7890,291.476290,38.500580
FALSE POSITIVE,55.663916700,23.54600,3.4144e+03,34.14,434.0,8.38,5587.00,0.8530,294.740540,39.015511
CONFIRMED,52.090816270,8.63880,2.8941e+03,7.14,592.0,29.07,6198.00,1.3240,300.517120,44.381580
FALSE POSITIVE,7.154860800,7.69400,7.8040e+02,7.41,1482.0,1141.57,7443.00,1.7390,289.874110,49.685490
CONFIRMED,4.287466680,1.56930,7.9010e+02,2.29,942.0,186.31,5296.00,0.8150,291.048800,36.839882
FALSE POSITIVE,2.002779769,2.23100,2.6050e+02,1.42,1311.0,696.40,5346.00,0.8920,298.447750,47.264999
CONFIRMED,8.187394430,3.04720,5.1760e+02,1.92,782.0,88.36,5251.00,0.8490,291.925960,38.014118
CONFIRMED,76.049816300,7.15800,4.4590e+02,1.75,372.0,4.53,5251.00,0.8490,291.925960,38.014118
CONFIRMED,3.341799486,2.92540,1.7820e+02,1.67,1356.0,798.41,5873.00,1.2350,291.653170,44.688271
FALSE POSITIVE,3.322694800,3.56800,7.8700e+01,15.33,3859.0,52428.30,5234.00,16.9590,288.682590,41.307320
FALSE POSITIVE,36.977088080,4.73700,1.2699e+03,38.60,602.0,31.08,5589.00,1.2390,288.442870,41.172180
FALSE POSITIVE,1.851409163,10.23200,2.3250e+02,20.42,2154.0,5090.14,7117.00,1.4690,293.273500,41.257690
FALSE POSITIVE,1.303859704,2.82390,3.6700e+01,0.98,2393.0,7759.20,6802.00,1.5210,298.137940,41.334358
FALSE POSITIVE,145.562492600,5.41260,2.9316e+03,40.15,387.0,5.33,6148.00,1.0950,286.490720,37.489979
CONFIRMED,3.749105745,1.98260,1.8260e+02,1.68,1160.0,428.25,5751.00,0.9830,290.884670,38.057571
CONFIRMED,11.089566020,6.28770,1.4810e+02,3.51,1422.0,965.62,6353.00,2.8670,291.031920,38.211960
CANDIDATE,7.372903440,2.17200,2.0520e+02,2.67,1004.0,240.11,5973.00,1.0700,291.650970,38.028179
FALSE POSITIVE,7.244761260,2.31450,5.8000e+01,0.65,837.0,116.02,5370.00,0.8740,294.490110,38.194126
CANDIDATE,119.062488200,3.11880,5.3723e+03,10.40,366.0,4.26,5697.00,0.9200,287.888120,39.078709
CONFIRMED,8.707983090,2.49040,1.4196e+03,2.01,543.0,20.59,4362.00,0.5540,293.804410,38.639130
CANDIDATE,14.862307600,3.16100,8.4000e+02,1.57,454.0,10.08,4362.00,0.5540,293.804410,38.639130
CONFIRMED,4.176342760,2.33500,5.3150e+02,1.23,694.0,54.80,4362.00,0.5540,293.804410,38.639130
CONFIRMED,27.402298590,6.84910,7.4750e+02,3.63,734.0,68.46,6198.00,1.3240,300.517120,44.381580
CONFIRMED,3.179267286,1.02460,2.0090e+02,1.21,1101.0,347.01,5511.00,0.8570,295.574160,42.806438
CONFIRMED,10.381224470,2.71500,8.0150e+02,2.18,672.0,48.37,5095.00,0.7800,291.364780,37.609169
CONFIRMED,24.570902300,3.58700,7.6420e+02,2.82,505.0,15.33,5095.00,0.7800,291.364780,37.609169
FALSE POSITIVE,81.221876000,4.11350,9.8830e+03,16.59,385.0,5.20,5619.00,0.8740,296.382290,48.045311
FALSE POSITIVE,0.817026268,2.07990,1.1455e+03,2.92,1784.0,2386.13,5619.00,0.8740,296.382290,48.045311
CONFIRMED,3.024092505,2.80210,7.7650e+03,12.14,1489.0,1162.54,6063.00,1.3580,285.240840,46.668251
FALSE POSITIVE,5.670155713,0.93610,5.3670e+02,5.85,341.0,3.21,3337.00,0.1830,292.261810,41.442554
CONFIRMED,1.022678654,1.37120,1.2920e+02,1.14,1734.0,2138.47,5366.00,1.0200,296.680450,41.386520
CONFIRMED,12.109687090,6.34610,2.8470e+02,2.98,1005.0,240.80,6021.00,1.4580,293.084630,41.135441
CONFIRMED,4.757961030,4.66000,1.2450e+02,1.70,1372.0,835.65,6021.00,1.4580,293.084630,41.135441
CONFIRMED,20.497275500,8.53600,2.4290e+02,2.96,843.0,119.42,6021.00,1.4580,293.084630,41.135441
FALSE POSITIVE,13.554805340,2.28800,4.8300e+01,0.62,679.0,50.41,5370.00,0.8740,294.490110,38.194126
FALSE POSITIVE,29.744546680,23.28420,6.6894e+04,20.06,455.0,10.10,4889.00,0.7880,297.757080,41.680454
FALSE POSITIVE,14.154024280,4.47001,6.1625e+04,53.25,777.0,86.13,5850.00,1.0370,290.352940,41.769741
FALSE POSITIVE,0.844786082,3.52890,2.4685e+03,35.27,1864.0,2846.03,5705.00,0.9150,298.711520,41.635792
FALSE POSITIVE,0.848483947,1.44510,1.9074e+03,32.11,1908.0,3117.82,5941.00,0.9360,292.236790,41.739300
FALSE POSITIVE,11.990975760,5.74010,2.1243e+03,37.47,880.0,141.63,6110.00,1.0720,296.298550,41.602718
CONFIRMED,53.529270200,5.66800,1.0861e+03,2.28,348.0,3.48,4736.00,0.7080,293.743930,38.939281
FALSE POSITIVE,0.393726813,2.95000,5.6460e+02,24.17,2705.0,12661.53,6277.00,1.0310,294.651210,38.636459
CONFIRMED,2.757584622,0.92670,5.6310e+02,1.01,615.0,33.79,3683.00,0.4240,292.577030,39.120880
CONFIRMED,0.928310036,1.18990,3.7620e+02,1.16,1115.0,365.72,4109.00,0.6020,291.692470,38.572899
CONFIRMED,13.484576680,5.01970,6.5350e+02,3.39,929.0,176.29,6198.00,1.3240,300.517120,44.381580
CONFIRMED,31.884147300,6.12200,9.1000e+02,3.70,563.0,23.82,5779.00,0.9740,293.568150,39.036320
CANDIDATE,16.158111120,6.04900,2.3198e+03,86.13,660.0,44.83,5619.00,0.8740,296.382290,48.045311
FALSE POSITIVE,67.692139070,51.34900,2.5457e+04,175.98,1173.0,448.21,5355.00,10.7030,293.473630,46.970402
CONFIRMED,12.062229620,2.05840,3.0020e+02,1.62,750.0,74.80,5547.00,0.9330,296.496120,47.182861
CONFIRMED,9.931463070,5.67800,3.9860e+02,2.41,931.0,177.83,5782.00,1.2200,291.499420,37.059280
CONFIRMED,21.853629050,3.43900,3.5560e+02,1.75,618.0,34.57,5830.00,0.8760,290.728670,37.252651
CONFIRMED,8.193450650,5.23400,1.1540e+02,1.74,1144.0,405.75,6021.00,1.4580,293.084630,41.135441
FALSE POSITIVE,19.978670000,10.16800,9.4430e+02,6.85,1351.0,788.02,9651.00,1.8950,299.153530,40.286961
CONFIRMED,41.805954400,6.05700,4.3440e+02,2.02,533.0,19.02,5907.00,0.9730,290.131500,41.381500
FALSE POSITIVE,15.451581840,2.40600,8.5300e+01,2.02,1285.0,643.83,7839.00,2.0690,297.981230,41.444870
